Name,url,Active,Years Played,Position,Clubs Played,IOC
Jakub Hora II,/en/players/ac7da129/Jakub-Hora-II,True,2021-2024,MF,Teplice,CZE
Jakub Hora,/en/players/17b35b4e/Jakub-Hora,True,2010-2024,"FW,MF","České Budějovice, Teplice, Slavia Prague, Viktoria Plzeň, Bohemians 1905, Podbeskidzie",CZE
Daniel Horák,/en/players/67c69e4c/Daniel-Horak,True,2019-2024,DF,Hradec Králové,CZE
Lukáš Horníček,/en/players/cc8312b4/Lukas-Hornicek,True,2020-2024,GK,Braga,CZE
Michal Hošek,/en/players/e948e969/Michal-Hosek,True,2020-2024,DF,Karviná,CZE
Adam Houser,/en/players/8c1fefd3/Adam-Houser,True,2014-2015,DF,,CZE
David Houska,/en/players/f0c84fc3/David-Houska,True,2012-2024,MF,"Jablonec, Sigma Olomouc",CZE
Matej Hrabina,/en/players/0e2d0221/Matej-Hrabina,True,2018-2023,DF,"Opava, Zbrojovka Brno",CZE
Adam Hradiský,/en/players/5fae1662/Adam-Hradisky,True,2021-2024,FW,"Dresden U19, Dresden U17",CZE
Robin Hranáč,/en/players/95d5aea2/Robin-Hranac,True,2020-2024,DF,"Viktoria Plzeň, Czechia, FK Pardubice",CZE
Petr Hronek,/en/players/0bc1e06c/Petr-Hronek,True,2014-2024,MF,"Teplice, Bohemians 1905, Fastav Zlín, Slavia Prague",CZE
Martin Hruby,/en/players/f35d73da/Martin-Hruby,True,2022-2024,GK,Baník Ostrava,CZE
Robert Hrubý,/en/players/27c93075/Robert-Hruby,True,2013-2024,MF,"Bohemians 1905, Baník Ostrava, Fastav Zlín, Slavia Prague, Jablonec, Teplice",CZE
Vlastimil Hrubý,/en/players/088e6424/Vlastimil-Hruby,True,2013-2023,GK,"Jablonec, Znojmo",CZE
Michal Hubínek,/en/players/4e34e0a3/Michal-Hubinek,True,2014-2024,MF,"České Budějovice, Mladá Boleslav, Bruk-Bet Termalica Nieciecza",CZE
Tomáš Hübschman,/en/players/2c8b7022/Tomas-Hubschman,True,2001-2024,"DF,MF","Jablonec, Shakhtar Donetsk, Czechia, Sparta Prague",CZE
David Huf,/en/players/f109ec73/David-Huf,True,2020-2024,FW,"Bohemians 1905, FK Pardubice",CZE
Lukáš Hůlka,/en/players/08299b06/Lukas-Hulka,True,2014-2024,DF,"Bohemians 1905, Mladá Boleslav",CZE
Josef Hušbauer,/en/players/3d68d631/Josef-Husbauer,True,2009-2022,MF,"Slavia Prague, Sparta Prague, Baník Ostrava, Příbram, Czechia, Dresden, Anorthosis, Cagliari",CZE
Dominika Huvarová,/en/players/e6e61fca/Dominika-Huvarova,True,2020-2025,DF,Czechia,CZE
Matěj Hybš,/en/players/f9580d02/Matej-Hybs,True,2012-2024,DF,"Bohemians 1905, Slovan Liberec, Sparta Prague, Teplice, Jablonec, Vysočina Jihlava, Viktoria Plzeň,",CZE
Marek Icha,/en/players/67768dda/Marek-Icha,True,2022-2024,MF,"FK Pardubice, Slavia Prague",CZE
Hugo Jan Bačkovský,/en/players/d78212bb/Hugo-Jan-Backovsky,True,2020-2024,GK,"Slovan Liberec, Bohemians 1905",CZE
Martin Janáček,/en/players/e5188af1/Martin-Janacek,True,2022-2024,GK,České Budějovice,CZE
Rostislav Jandera,/en/players/c5708eec/Rostislav-Jandera,True,2018-2019,MF,,CZE
Jakub Janetzký,/en/players/e4dde5c7/Jakub-Janetzky,True,2017-2024,MF,"Fastav Zlín, Opava",CZE
Eliška Janíková,/en/players/6c08a53e/Eliska-Janikova,True,2019-2022,MF,,CZE
Jakub Jankto,/en/players/1ea5f91c/Jakub-Jankto,True,2014-2024,MF,"Cagliari, Sampdoria, Udinese, Czechia, Ascoli, Sparta Prague, Getafe",CZE
Adam Jánoš,/en/players/6d02fd2e/Adam-Janos,True,2012-2024,MF,"Bohemians 1905, Baník Ostrava, Vysočina Jihlava, Mladá Boleslav, Karviná",CZE
Dominik Janošek,/en/players/7ddcbe4e/Dominik-Janosek,True,2017-2024,MF,"NAC Breda, Slovácko, FK Pardubice, Viktoria Plzeň, Mladá Boleslav, Fastav Zlín, Baník Ostrava, Zbroj",CZE
Petr Jaron,/en/players/413c96ae/Petr-Jaron,True,2021-2023,MF,Baník Ostrava,CZE
Vitezslav Jaros,/en/players/12bb4d6a/Vitezslav-Jaros,True,2019-2024,GK,"Sturm Graz, Liverpool, Czechia, Notts County, Stockport County, Liverpool U23",CZE
Petr Javorek,/en/players/70373fa2/Petr-Javorek,True,2011-2022,MF,České Budějovice,CZE
Martin Jedlička,/en/players/30ce77a2/Martin-Jedlicka,True,2017-2024,GK,"Bohemians 1905, Viktoria Plzeň",CZE
Václav Jemelka,/en/players/b244e804/Vaclav-Jemelka,True,2017-2024,DF,"Viktoria Plzeň, Czechia, Sigma Olomouc, OH Leuven",CZE
Michal Jeřábek,/en/players/2d4a048a/Michal-Jerabek,True,2013-2023,DF,"Teplice, Dukla Prague, Jablonec",CZE
Josef Jindřišek,/en/players/d8e06e11/Josef-Jindrisek,True,2009-2024,DF,Bohemians 1905,CZE
Milan Jirásek,/en/players/389be1b4/Milan-Jirasek,True,2009-2021,MF,"Baník Ostrava, Bohemians 1905, Mladá Boleslav, Teplice, Sparta Prague",CZE
Jakub Jugas,/en/players/c4a306a1/Jakub-Jugas,True,2012-2024,DF,"Cracovia, Fastav Zlín, Příbram, Slavia Prague, Zbrojovka Brno, Slovan Liberec, Jablonec, Mladá Boles",CZE
Robert Jukl,/en/players/6152a8d5/Robert-Jukl,True,2020-2024,MF,Teplice,CZE
Lukáš Juliš,/en/players/973a70bc/Lukas-Julis,True,2013-2024,FW,"Sigma Olomouc, Sparta Prague, Ibiza, Bohemians 1905",CZE
David Jurásek,/en/players/d7a03bf3/David-Jurasek,True,2021-2024,MF,"Hoffenheim, Benfica, Czechia, Slavia Prague, Mladá Boleslav",CZE
Matěj Jurásek,/en/players/742ea558/Matej-Jurasek,True,2020-2024,FW,"Slavia Prague, Czechia, Karviná",CZE
David Jurcenko,/en/players/27110896/David-Jurcenko,True,2021-2023,FW,,CZE
Václav Jurečka,/en/players/be837003/Vaclav-Jurecka,True,2018-2024,FW,"Slavia Prague, Czechia, Slovácko, Opava",CZE
Václav Juřena,/en/players/8ec0fe28/Vaclav-Jurena,True,2016-2021,FW,Opava,CZE
Jan Juroška,/en/players/e1e797af/Jan-Juroska,True,2013-2024,DF,"Baník Ostrava, Slovácko, Dukla Prague",CZE
Pavel Juroska,/en/players/aa1f9f05/Pavel-Juroska,True,2021-2024,MF,Slovácko,CZE
Christophe Kabongo,/en/players/7678f6c0/Christophe-Kabongo,True,2020-2023,MF,Lommel SK,CZE
Pavel Kadeřábek,/en/players/79c90e45/Pavel-Kaderabek,True,2011-2024,"DF,FW","Hoffenheim, Sparta Prague, Czechia, Viktoria Žižkov",CZE
