Name,url,Active,Years Played,Position,Clubs Played,IOC
Sandi Lovrić,/en/players/966eea58/Sandi-Lovric,True,2014-2024,MF,"Udinese, Slovenia, Lugano, Sturm Graz",SVN
Luka Majcen,/en/players/2be2514b/Luka-Majcen,True,2020-2024,FW,"Punjab, Churchill Brothers, Gokulam Kerala",SVN
Žan Majer,/en/players/bf13975c/Zan-Majer,True,2017-2024,MF,"Cremonese, Lecce, Reggina, Rostov, Slovenia",SVN
Amadej Maroša,/en/players/ea5fc62d/Amadej-Marosa,True,2021-2023,FW,"NŠ Mura, Górnik Zabrze",SVN
Matic Maruško,/en/players/fe428c47/Matic-Marusko,True,2021-2022,MF,NŠ Mura,SVN
Tim Matavž,/en/players/ebc29a56/Tim-Matavz,True,2007-2024,FW,"Gorica, PSV Eindhoven, Groningen, Vitesse, Augsburg, Slovenia, Nürnberg, Emmen, Genoa",SVN
Aljoša Matko,/en/players/9cac2edf/Aljosa-Matko,True,2021-2024,FW,"Slovenia, Hammarby",SVN
Kristjan Matosevic,/en/players/68f005cd/Kristjan-Matosevic,True,2015-2023,GK,Cosenza,SVN
Žan Mauricio,/en/players/f7ed3d4b/Zan-Mauricio,True,2023-2024,GK,NK Olimpija Ljubljana,SVN
Til Mavretič,/en/players/3edb298f/Til-Mavretic,True,2018-2019,MF,,SVN
Žan Medved,/en/players/9e55d47e/Zan-Medved,True,2020-2021,FW,Wisła Kraków,SVN
Zala Meršnik,/en/players/87abcda9/Zala-Mersnik,True,2019-2025,GK,"Sporting de Huelva, Slovenia, Turbine Potsdam",SVN
Nejc Mevlja,/en/players/08d46cc0/Nejc-Mevlja,True,2013-2015,DF,Livingston,SVN
Naja Mihelič,/en/players/283b503d/Naja-Mihelic,True,2023-2025,DF,Sassuolo,SVN
Martin Milec,/en/players/7a69c649/Martin-Milec,True,2011-2023,"DF,MF","Standard Liège, Roda JC Kerkrade, NK Maribor, Slovenia",SVN
Nemanja Mitrović,/en/players/18af2449/Nemanja-Mitrovic,True,2017-2021,DF,"Jagiellonia, Slovenia",SVN
Jan Mlakar,/en/players/44d9bd5e/Jan-Mlakar,True,2016-2024,"FW,MF","Hajduk Split, Pisa, Slovenia, Queens Park Rangers, Venezia",SVN
Adrijana Mori,/en/players/3279d9c5/Adrijana-Mori,True,2019-2023,MF,"Turbine Potsdam, Slovenia, Carl-Zeiss Jena",SVN
Mustafa Nukić,/en/players/e86c6f2d/Mustafa-Nukic,True,2023-2024,FW,NK Olimpija Ljubljana,SVN
Jan Oblak,/en/players/ee8508c0/Jan-Oblak,True,2011-2024,GK,"Atlético Madrid, Slovenia, Rio Ave, Benfica, União de Leiria",SVN
Sandi Ogrinec,/en/players/76395e5f/Sandi-Ogrinec,True,2021-2024,MF,WSG Tirol,SVN
Nik Omladič,/en/players/e60ea583/Nik-Omladic,True,2014-2023,MF,"Eintracht Braunschweig, Hansa Rostock, Greuther Fürth, Hallescher, Slovenia",SVN
Enrik Ostrc,/en/players/a7012df1/Enrik-Ostrc,True,2021-2024,MF,"Helmond Sport, Lommel SK",SVN
Žiga Ovsenek,/en/players/b7e581f9/Ziga-Ovsenek,True,2024,MF,Skövde,SVN
Alen Ožbolt,/en/players/26a411b0/Alen-Ozbolt,True,2018-2020,FW,Lokomotiv Plovdiv,SVN
Matej Palčič,/en/players/7cda36fb/Matej-Palcic,True,2017-2019,"DF,MF",Wisła Kraków,SVN
Matic Paljk,/en/players/0a5eb32d/Matic-Paljk,True,2017-2018,DF,Swansea City U23,SVN
Melania Pasar,/en/players/4f6d660a/Melania-Pasar,True,2019-2025,GK,,SVN
Alem Pašić,/en/players/5be1bbcc/Alem-Pasic,True,2023-2024,DF,Blau-Weiß Linz,SVN
Daniel Pavlev,/en/players/b658a782/Daniel-Pavlev,True,2019-2021,DF,,SVN
Martin Pečar,/en/players/55c79228/Martin-Pecar,True,2018-2022,FW,"Eintracht Frankfurt U17, Eintracht Frankfurt U19",SVN
David Pejičić,/en/players/c1a7671b/David-Pejicic,True,2023-2024,MF,Udinese,SVN
Dejan Petrovič,/en/players/3d6691dd/Dejan-Petrovic,True,2019-2024,MF,"Rijeka, Rapid Wien",SVN
Aleks Pihler,/en/players/f864af2c/Aleks-Pihler,True,2016-2018,MF,NK Maribor,SVN
Nika Pintarič,/en/players/8d35b3c2/Nika-Pintaric,True,2025,FW,,SVN
Denis Pintol,/en/players/cfc334cd/Denis-Pintol,True,2023-2024,GK,NK Olimpija Ljubljana,SVN
Vito Plut,/en/players/8a71d913/Vito-Plut,True,2012-2014,FW,"Waasland-Beveren, Saarbrücken",SVN
Matej Poplatnik,/en/players/c4972639/Matej-Poplatnik,True,2015-2022,FW,"Raith Rovers, Livingston, Kerala Blasters, Montana, Kaposvár",SVN
Denis Popović,/en/players/28f7e195/Denis-Popovic,True,2013-2022,MF,"Wisła Kraków, Orenburg, Krylia Sovetov Samara, Zürich, Qingdao Hainiu, Anorthosis, Slovenia, Panthra",SVN
Jaka Potočnik,/en/players/bb1b0ce5/Jaka-Potocnik,True,2021-2024,FW,Köln U19,SVN
Rudi Požeg Vancaš,/en/players/6f9755c3/Rudi-Pozeg-Vancas,True,2018-2024,MF,Diósgyőr,SVN
Lara Prašnikar,/en/players/08a0adb8/Lara-Prasnikar,True,2016-2025,FW,"Eintracht Frankfurt, Turbine Potsdam, Slovenia",SVN
Nik Prelec,/en/players/3fecdc45/Nik-Prelec,True,2020-2024,FW,"WSG Tirol, Cagliari",SVN
Klemen Pucko,/en/players/c0e08651/Klemen-Pucko,True,2021-2022,DF,NŠ Mura,SVN
Nicolas Rajsel,/en/players/d5eec4c4/Nicolas-Rajsel,True,2015-2024,"FW,MF","Dender, Union SG, Roeselare, Oostende",SVN
Marcel Ratnik,/en/players/ee039910/Marcel-Ratnik,True,2023-2024,DF,NK Olimpija Ljubljana,SVN
Rajko Rep,/en/players/b248578e/Rajko-Rep,True,2017-2022,"FW,MF","Hartberg, LASK Linz, SK Austria Klagenfurt, Slovenia, Sepsi Sfântu Gheorghe",SVN
Jan Repas,/en/players/e0d725fe/Jan-Repas,True,2017-2021,MF,"Caen, Slovenia",SVN
Žan Rogelj,/en/players/0f4f3267/Zan-Rogelj,True,2020-2024,"DF,MF","Charleroi, WSG Tirol, Slovenia",SVN
Matija Rom,/en/players/b8406093/Matija-Rom,True,2019-2023,DF,"FC Kolos Kovalivka, Inter Zaprešić, Šibenik",SVN
Maj Rorič,/en/players/ae60ee0a/Maj-Roric,True,2018-2019,MF,,SVN
Rajko Rotman,/en/players/3d93e6f5/Rajko-Rotman,True,2014-2019,MF,"İstanbul Başakşehir, Göztepe, Kayserispor, Slovenia, Akhisar Belediyespor",SVN
Matjaž Rozman,/en/players/cbc5b986/Matjaz-Rozman,True,2015-2021,GK,Slaven Belupo,SVN
Špela Rozmarič,/en/players/2c3e1163/Spela-Rozmaric,True,2019-2023,DF,Slovenia,SVN
Miral Samardžić,/en/players/619f6159/Miral-Samardzic,True,2010-2019,DF,"Rijeka, Samara, Anzhi Makhachkala, Henan, Slovenia, FC Sheriff Tiraspol, Akhisar Belediyespor",SVN
Tilen Ščernjavič,/en/players/659196a7/Tilen-Scernjavic,True,2021-2022,DF,,SVN
Kristijan Sekulić,/en/players/8ea824ae/Kristijan-Sekulic,True,2023-2024,GK,Etar,SVN
Benjamin Šeško,/en/players/3260690c/Benjamin-Sesko,True,2020-2024,FW,"RB Leipzig, Slovenia, Red Bull Salzburg",SVN
Gregor Sikošek,/en/players/1948176d/Gregor-Sikosek,True,2016-2023,DF,"Silkeborg, Slovenia, Brøndby",SVN
Ines Sok,/en/players/70d2d25d/Ines-Sok,True,2020-2021,DF,,SVN
Ester Sokler,/en/players/dd27ab02/Ester-Sokler,True,2023-2024,FW,Aberdeen,SVN
Grega Sorcan,/en/players/1723ae5d/Grega-Sorcan,True,2016-2022,GK,Apollon Smyrnis,SVN
Sven Šoštarič Karič,/en/players/31ea81d6/Sven-Sostaric-Karic,True,2016-2022,DF,"Derby County U23, Braintree Town",SVN
