Name,url,Active,Years Played,Position,Clubs Played,IOC
Nemanja Milunović,/en/players/746b64a7/Nemanja-Milunovic,True,2009-2024,DF,"Red Star, Alanyaspor, Mladost Lučani, BATE Borisov, Serbia",SRB
Ognjen Mimovic,/en/players/a8b0d9bc/Ognjen-Mimovic,True,2023-2024,DF,Red Star,SRB
Ilija Miodragović,/en/players/2f419e65/Ilija-Miodragovic,True,2020-2024,DF,Spartak Subotica,SRB
Bogdan Mirčetić,/en/players/ef6d50fb/Bogdan-Mircetic,True,2022-2024,FW,Partizan,SRB
Marko Mirić,/en/players/84d03d5c/Marko-Miric,True,2009-2024,"FW,MF","Mladost Lučani, Lokeren, Spartak Subotica, Radnički Kragujevac, Slaven Belupo, Red Star",SRB
Mateja Mirkovic,/en/players/99d1ee73/Mateja-Mirkovic,True,2023-2024,GK,FK IMT Novi Beograd,SRB
Nikola Mirković,/en/players/094b1096/Nikola-Mirkovic,True,2009-2024,GK,"Novi Pazar, Spartak Subotica, Rad, Napredak Kruševac, Atromitos, SønderjyskE",SRB
Veljko Mirosavić,/en/players/0960d6c0/Veljko-Mirosavic,True,2023-2024,DF,"FK Železničar Pančevo, Čukarički",SRB
Milan Mirosavljev,/en/players/7f097c88/Milan-Mirosavljev,True,2012-2023,MF,"Proleter Novi Sad, FK Mladost Novi Sad, Hajduk Kula",SRB
Vuk Mitošević,/en/players/271825a2/Vuk-Mitosevic,True,2009-2024,MF,"Radnik Surdulica, Vojvodina, Jagodina, Javor Ivanjica, Kisvárda",SRB
